policy_id,region_code,current_rain,claim_probability,risk_tier,final_premium
POL002977,C3,0.0,0.02,Low Risk,12000.0
POL017725,C4,0.0,0.05,Low Risk,15000.0
POL018200,C8,0.0,0.02,Low Risk,12000.0
POL024195,C4,0.0,0.01,Low Risk,11000.0
POL040241,C8,0.0,0.09,Moderate,19000.0
POL032718,C8,0.0,0.01,Low Risk,11000.0
POL051889,C4,0.0,0.02,Low Risk,12000.0
POL051431,C4,0.0,0.05,Low Risk,15000.0
POL037037,C8,0.0,0.0,Low Risk,10000.0
POL025128,C8,0.0,0.02,Low Risk,12000.0
POL044526,C3,0.0,0.0,Low Risk,10000.0
POL023621,C13,0.0,0.0,Low Risk,10000.0
POL018232,C19,0.2,0.01,Low Risk,11000.0
POL054208,C5,5.8,0.0,Low Risk,10000.0
POL039469,C3,0.0,0.03,Low Risk,13000.0
POL024471,C1,12.5,0.0,Low Risk,10000.0
POL010911,C2,0.0,0.08,Moderate,18000.0
POL039980,C5,5.8,0.0,Low Risk,10000.0
POL042967,C2,0.0,0.0082988140498212,Low Risk,10829.88140498212
POL057958,C6,0.1,0.02,Low Risk,12000.0
POL039330,C10,0.0,0.04,Low Risk,14000.0
POL024173,C10,0.0,0.1987976980609973,High Risk,29879.769806099735
POL057919,C2,0.0,0.01,Low Risk,11000.0
POL019858,C8,0.0,0.02,Low Risk,12000.0
POL042196,C14,0.0,0.05,Low Risk,15000.0
POL045412,C10,0.0,0.58,High Risk,68000.0
POL045118,C5,5.8,0.0,Low Risk,10000.0
POL013813,C1,12.5,0.02,Low Risk,12000.0
POL052607,C3,0.0,0.0,Low Risk,10000.0
POL039871,C8,0.0,0.01,Low Risk,11000.0
POL042347,C2,0.0,0.0,Low Risk,10000.0
POL018170,C1,12.5,0.0,Low Risk,10000.0
POL044158,C8,0.0,0.63,High Risk,73000.0
POL051284,C10,0.0,0.02,Low Risk,12000.0
POL044476,C9,0.0,0.2,High Risk,30000.0
POL014809,C8,0.0,0.01,Low Risk,11000.0
POL017113,C8,0.0,0.01,Low Risk,11000.0
POL026980,C3,0.0,0.02,Low Risk,12000.0
POL022097,C10,0.0,0.01,Low Risk,11000.0
POL057845,C6,0.1,0.7,High Risk,80000.0
POL032491,C8,0.0,0.0,Low Risk,10000.0
POL052637,C14,0.0,0.01,Low Risk,11000.0
POL043249,C10,0.0,0.0,Low Risk,10000.0
POL054246,C5,5.8,0.03,Low Risk,13000.0
POL057183,C2,0.0,0.01,Low Risk,11000.0
POL054526,C10,0.0,0.01,Low Risk,11000.0
POL009839,C5,5.8,0.02,Low Risk,12000.0
POL022540,C2,0.0,0.01,Low Risk,11000.0
POL028608,C2,0.0,0.68,High Risk,78000.0
POL040735,C8,0.0,0.01,Low Risk,11000.0
POL004915,C8,0.0,0.01,Low Risk,11000.0
POL045916,C1,12.5,0.06,Moderate,16000.0
POL017809,C12,0.0,0.01,Low Risk,11000.0
POL013108,C8,0.0,0.03,Low Risk,13000.0
POL026836,C5,5.8,0.03,Low Risk,13000.0
POL029683,C1,12.5,0.09,Moderate,19000.0
POL004384,C1,12.5,0.0,Low Risk,10000.0
POL051843,C2,0.0,0.7,High Risk,80000.0
POL049655,C10,0.0,0.0,Low Risk,10000.0
POL008753,C8,0.0,0.04,Low Risk,14000.0
POL051826,C2,0.0,0.07,Moderate,17000.0
POL014762,C9,0.0,0.0,Low Risk,10000.0
POL048491,C3,0.0,0.0,Low Risk,10000.0
POL049266,C8,0.0,0.01,Low Risk,11000.0
POL018930,C19,0.2,0.05,Low Risk,15000.0
POL016922,C9,0.0,0.03,Low Risk,13000.0
POL056376,C2,0.0,0.0,Low Risk,10000.0
POL034608,C2,0.0,0.00936039937704,Low Risk,10936.039937704001
POL003267,C3,0.0,0.03,Low Risk,13000.0
POL057182,C5,5.8,0.0,Low Risk,10000.0
POL037121,C8,0.0,0.1287207987540801,Moderate,22872.07987540801
POL043764,C3,0.0,0.0,Low Risk,10000.0
POL039556,C10,0.0,0.01,Low Risk,11000.0
POL002856,C8,0.0,0.01,Low Risk,11000.0
POL017362,C3,0.0,0.02,Low Risk,12000.0
POL042656,C8,0.0,0.02,Low Risk,12000.0
POL029212,C14,0.0,0.0,Low Risk,10000.0
POL025503,C3,0.0,0.01,Low Risk,11000.0
POL018859,C5,5.8,0.0,Low Risk,10000.0
POL055143,C8,0.0,0.7696265179239862,High Risk,86962.65179239862
POL036589,C5,5.8,0.0,Low Risk,10000.0
POL050981,C8,0.0,0.1396696345924979,Moderate,23966.96345924979
POL000215,C5,5.8,0.0,Low Risk,10000.0
POL036535,C12,0.0,0.02,Low Risk,12000.0
POL009849,C13,0.0,0.0,Low Risk,10000.0
POL018281,C5,5.8,0.0,Low Risk,10000.0
POL043608,C5,5.8,0.01,Low Risk,11000.0
POL041817,C3,0.0,0.0,Low Risk,10000.0
POL040769,C10,0.0,0.0,Low Risk,10000.0
POL009343,C13,0.0,0.0,Low Risk,10000.0
POL035567,C7,0.0,0.04,Low Risk,14000.0
POL041857,C1,12.5,0.0,Low Risk,10000.0
POL033940,C5,5.8,0.0,Low Risk,10000.0
POL009067,C5,5.8,0.01,Low Risk,11000.0
POL036905,C2,0.0,0.06,Moderate,16000.0
POL004832,C14,0.0,0.16,High Risk,26000.0
POL021143,C8,0.0,0.03,Low Risk,13000.0
POL057369,C1,12.5,0.0,Low Risk,10000.0
POL017446,C10,0.0,0.04,Low Risk,14000.0
POL014830,C13,0.0,0.04,Low Risk,14000.0
POL013084,C7,0.0,0.0,Low Risk,10000.0
POL032231,C11,0.0,0.01,Low Risk,11000.0
POL003198,C5,5.8,0.0,Low Risk,10000.0
POL016096,C11,0.0,0.0,Low Risk,10000.0
POL049046,C3,0.0,0.0,Low Risk,10000.0
POL027143,C11,0.0,0.01,Low Risk,11000.0
POL008606,C20,2.7,0.01,Low Risk,11000.0
POL044852,C10,0.0,0.0,Low Risk,10000.0
POL051150,C3,0.0,0.00936039937704,Low Risk,10936.039937704001
POL006555,C9,0.0,0.06,Moderate,16000.0
POL045546,C14,0.0,0.03,Low Risk,13000.0
POL052422,C7,0.0,0.0,Low Risk,10000.0
POL053158,C8,0.0,0.06,Moderate,16000.0
POL019476,C11,0.0,0.02,Low Risk,12000.0
POL051432,C16,0.0,0.03,Low Risk,13000.0
POL021627,C5,5.8,0.6,High Risk,70000.0
POL053385,C8,0.0,0.0,Low Risk,10000.0
POL021263,C15,0.0,0.04,Low Risk,14000.0
POL040577,C2,0.0,0.13,Moderate,23000.0
POL007782,C10,0.0,0.01,Low Risk,11000.0
POL000466,C3,0.0,0.0,Low Risk,10000.0
POL036210,C8,0.0,0.0587020140831703,Moderate,15870.20140831703
POL004263,C8,0.0,0.02,Low Risk,12000.0
POL031142,C7,0.0,0.07,Moderate,17000.0
POL035276,C19,0.2,0.0,Low Risk,10000.0
POL052841,C2,0.0,0.04,Low Risk,14000.0
POL037132,C8,0.0,0.2,High Risk,30000.0
POL042143,C19,0.2,0.0,Low Risk,10000.0
POL048726,C5,5.8,0.69,High Risk,79000.0
POL017014,C6,0.1,0.01,Low Risk,11000.0
POL045832,C13,0.0,0.17,High Risk,27000.0
POL055102,C14,0.0,0.0,Low Risk,10000.0
POL036728,C9,0.0,0.02,Low Risk,12000.0
POL031065,C13,0.0,0.0691713121210511,Moderate,16917.13121210511
POL009280,C5,5.8,0.0,Low Risk,10000.0
POL042337,C13,0.0,0.04,Low Risk,14000.0
POL030781,C13,0.0,0.04,Low Risk,14000.0
POL058317,C9,0.0,0.01,Low Risk,11000.0
POL044704,C4,0.0,0.0,Low Risk,10000.0
POL049641,C8,0.0,0.0376592134268613,Low Risk,13765.92134268613
POL002679,C8,0.0,0.01,Low Risk,11000.0
POL041266,C10,0.0,0.16,High Risk,26000.0
POL013909,C8,0.0,0.18,High Risk,28000.0
POL020727,C19,0.2,0.0,Low Risk,10000.0
POL044386,C13,0.0,0.26,High Risk,36000.0
POL038726,C17,0.0,0.01,Low Risk,11000.0
POL045861,C6,0.1,0.71,High Risk,81000.0
POL042640,C8,0.0,0.01,Low Risk,11000.0
POL053927,C15,0.0,0.0,Low Risk,10000.0
POL057936,C8,0.0,0.0,Low Risk,10000.0
POL042965,C14,0.0,0.05,Low Risk,15000.0
POL004539,C11,0.0,0.05,Low Risk,15000.0
POL026533,C3,0.0,0.05,Low Risk,15000.0
POL050000,C2,0.0,0.04,Low Risk,14000.0
POL047695,C14,0.0,0.01,Low Risk,11000.0
POL007359,C8,0.0,0.0,Low Risk,10000.0
POL030847,C5,5.8,0.0,Low Risk,10000.0
POL018820,C9,0.0,0.01,Low Risk,11000.0
POL054601,C2,0.0,0.01,Low Risk,11000.0
POL008045,C19,0.2,0.17,High Risk,27000.0
POL013240,C5,5.8,0.23,High Risk,33000.0
POL043684,C12,0.0,0.0,Low Risk,10000.0
POL028849,C14,0.0,0.01,Low Risk,11000.0
POL031227,C12,0.0,0.01,Low Risk,11000.0
POL048733,C8,0.0,0.01936039937704,Low Risk,11936.039937704
POL037850,C10,0.0,0.02,Low Risk,12000.0
POL023597,C3,0.0,0.1704412905570908,High Risk,27044.12905570908
POL056901,C9,0.0,0.0,Low Risk,10000.0
POL047242,C5,5.8,0.0,Low Risk,10000.0
POL025065,C10,0.0,0.01,Low Risk,11000.0
POL008271,C3,0.0,0.0,Low Risk,10000.0
POL053149,C10,0.0,0.06,Moderate,16000.0
POL026703,C8,0.0,0.02,Low Risk,12000.0
POL053396,C8,0.0,0.0,Low Risk,10000.0
POL035752,C7,0.0,0.01,Low Risk,11000.0
POL014888,C14,0.0,0.02,Low Risk,12000.0
POL051393,C12,0.0,0.12,Moderate,22000.0
POL049796,C10,0.0,0.09,Moderate,19000.0
POL031827,C5,5.8,0.12,Moderate,22000.0
POL018319,C8,0.0,0.09,Moderate,19000.0
POL044672,C2,0.0,0.0,Low Risk,10000.0
POL043825,C2,0.0,0.0,Low Risk,10000.0
POL043347,C5,5.8,0.01,Low Risk,11000.0
POL052686,C8,0.0,0.0,Low Risk,10000.0
POL048742,C10,0.0,0.19,High Risk,29000.0
POL042391,C2,0.0,0.01,Low Risk,11000.0
POL033623,C3,0.0,0.73,High Risk,83000.0
POL049629,C3,0.0,0.0,Low Risk,10000.0
POL002271,C8,0.0,0.0,Low Risk,10000.0
POL022936,C8,0.0,0.0,Low Risk,10000.0
POL024027,C1,12.5,0.0,Low Risk,10000.0
POL025485,C12,0.0,0.04,Low Risk,14000.0
POL027777,C2,0.0,0.03,Low Risk,13000.0
POL051423,C8,0.0,0.01,Low Risk,11000.0
POL045810,C13,0.0,0.0,Low Risk,10000.0
POL026493,C9,0.0,0.0,Low Risk,10000.0
POL043796,C8,0.0,0.0,Low Risk,10000.0
POL033470,C3,0.0,0.0,Low Risk,10000.0
POL015255,C3,0.0,0.02,Low Risk,12000.0
POL029804,C5,5.8,0.01,Low Risk,11000.0
POL001310,C14,0.0,0.0,Low Risk,10000.0
POL007023,C8,0.0,0.01,Low Risk,11000.0
POL057834,C8,0.0,0.01,Low Risk,11000.0
POL010484,C20,2.7,0.03,Low Risk,13000.0
POL032331,C9,0.0,0.01,Low Risk,11000.0
POL020375,C13,0.0,0.02,Low Risk,12000.0
POL052394,C19,0.2,0.02,Low Risk,12000.0
POL035285,C8,0.0,0.1,Moderate,20000.0
POL042061,C8,0.0,0.0,Low Risk,10000.0
POL026366,C8,0.0,0.04,Low Risk,14000.0
POL044827,C5,5.8,0.03,Low Risk,13000.0
POL029142,C17,0.0,0.03,Low Risk,13000.0
POL046707,C8,0.0,0.13,Moderate,23000.0
POL029747,C3,0.0,0.09,Moderate,19000.0
POL041926,C4,0.0,0.01,Low Risk,11000.0
POL037048,C8,0.0,0.04,Low Risk,14000.0
POL052313,C17,0.0,0.03,Low Risk,13000.0
POL001194,C2,0.0,0.0087976980609973,Low Risk,10879.76980609973
POL030719,C7,0.0,0.0,Low Risk,10000.0
POL006199,C13,0.0,0.02,Low Risk,12000.0
POL005495,C10,0.0,0.0,Low Risk,10000.0
POL011425,C1,12.5,0.01,Low Risk,11000.0
POL046925,C3,0.0,0.0,Low Risk,10000.0
POL051881,C8,0.0,0.02,Low Risk,12000.0
POL017379,C11,0.0,0.0,Low Risk,10000.0
POL011955,C14,0.0,0.07,Moderate,17000.0
POL030238,C5,5.8,0.0,Low Risk,10000.0
POL055017,C3,0.0,0.01,Low Risk,11000.0
POL002253,C5,5.8,0.04,Low Risk,14000.0
POL035288,C10,0.0,0.01,Low Risk,11000.0
POL024767,C12,0.0,0.64,High Risk,74000.0
POL042688,C17,0.0,0.06,Moderate,16000.0
POL035151,C5,5.8,0.01,Low Risk,11000.0
POL020749,C8,0.0,0.0,Low Risk,10000.0
POL058417,C5,5.8,0.02,Low Risk,12000.0
POL004984,C5,5.8,0.0,Low Risk,10000.0
POL012385,C6,0.1,0.07,Moderate,17000.0
POL009349,C8,0.0,0.01,Low Risk,11000.0
POL055972,C2,0.0,0.0,Low Risk,10000.0
POL046912,C12,0.0,0.06,Moderate,16000.0
POL009031,C10,0.0,0.03,Low Risk,13000.0
POL031443,C7,0.0,0.02,Low Risk,12000.0
POL033450,C5,5.8,0.01,Low Risk,11000.0
POL011588,C14,0.0,0.5015464367716513,High Risk,60154.64367716513
POL020227,C9,0.0,0.0,Low Risk,10000.0
POL047057,C9,0.0,0.01,Low Risk,11000.0
POL001935,C14,0.0,0.04,Low Risk,14000.0
POL045841,C2,0.0,0.02,Low Risk,12000.0
POL031846,C5,5.8,0.01,Low Risk,11000.0
POL031951,C12,0.0,0.01,Low Risk,11000.0
POL021960,C13,0.0,0.0,Low Risk,10000.0
POL009242,C8,0.0,0.7,High Risk,80000.0
POL034934,C8,0.0,0.01,Low Risk,11000.0
POL023689,C7,0.0,0.0,Low Risk,10000.0
POL044652,C2,0.0,0.0,Low Risk,10000.0
POL004289,C4,0.0,0.04936039937704,Low Risk,14936.039937704
POL030576,C3,0.0,0.1,Moderate,20000.0
POL046228,C21,0.0,0.08,Moderate,18000.0
POL031675,C12,0.0,0.01,Low Risk,11000.0
POL029918,C5,5.8,0.02,Low Risk,12000.0
POL052564,C8,0.0,0.03,Low Risk,13000.0
POL049289,C10,0.0,0.08,Moderate,18000.0
POL021058,C13,0.0,0.0,Low Risk,10000.0
POL031364,C2,0.0,0.07,Moderate,17000.0
POL030068,C8,0.0,0.06,Moderate,16000.0
POL020926,C8,0.0,0.01,Low Risk,11000.0
POL009192,C22,0.9,0.0,Low Risk,10000.0
POL053525,C8,0.0,0.01,Low Risk,11000.0
POL038829,C3,0.0,0.0,Low Risk,10000.0
POL016562,C8,0.0,0.01,Low Risk,11000.0
POL053949,C5,5.8,0.0,Low Risk,10000.0
POL039546,C5,5.8,0.0,Low Risk,10000.0
POL057986,C3,0.0,0.0,Low Risk,10000.0
POL036800,C2,0.0,0.76,High Risk,86000.0
POL025544,C8,0.0,0.0,Low Risk,10000.0
POL045767,C5,5.8,0.12,Moderate,22000.0
POL035695,C2,0.0,0.0,Low Risk,10000.0
POL030837,C2,0.0,0.7,High Risk,80000.0
POL046497,C5,5.8,0.6318003384391503,High Risk,73180.03384391502
POL011621,C8,0.0,0.0,Low Risk,10000.0
POL048563,C10,0.0,0.05,Low Risk,15000.0
POL012563,C8,0.0,0.03,Low Risk,13000.0
POL024279,C3,0.0,0.02,Low Risk,12000.0
POL025992,C9,0.0,0.0,Low Risk,10000.0
POL019685,C5,5.8,0.0,Low Risk,10000.0
POL029538,C5,5.8,0.11,Moderate,21000.0
POL016213,C10,0.0,0.0,Low Risk,10000.0
POL010218,C7,0.0,0.0,Low Risk,10000.0
POL005544,C2,0.0,0.0,Low Risk,10000.0
POL001679,C12,0.0,0.05,Low Risk,15000.0
POL058155,C15,0.0,0.0,Low Risk,10000.0
POL037890,C2,0.0,0.11,Moderate,21000.0
POL022271,C10,0.0,0.02,Low Risk,12000.0
POL053684,C2,0.0,0.01,Low Risk,11000.0
POL001512,C11,0.0,0.65,High Risk,75000.0
POL014295,C3,0.0,0.0,Low Risk,10000.0
POL005154,C2,0.0,0.36,High Risk,46000.0
POL054314,C2,0.0,0.04,Low Risk,14000.0
POL035540,C9,0.0,0.01,Low Risk,11000.0
POL023900,C13,0.0,0.01,Low Risk,11000.0
POL044769,C3,0.0,0.07,Moderate,17000.0
POL038905,C3,0.0,0.01,Low Risk,11000.0
POL028714,C19,0.2,0.05,Low Risk,15000.0
POL039014,C13,0.0,0.0,Low Risk,10000.0
POL023996,C4,0.0,0.0,Low Risk,10000.0
POL009716,C4,0.0,0.01,Low Risk,11000.0
POL015138,C5,5.8,0.06,Moderate,16000.0
POL017503,C21,0.0,0.0,Low Risk,10000.0
POL021042,C9,0.0,0.0,Low Risk,10000.0
POL042855,C8,0.0,0.02,Low Risk,12000.0
POL032298,C8,0.0,0.05,Low Risk,15000.0
POL045243,C1,12.5,0.0,Low Risk,10000.0
POL034238,C2,0.0,0.0,Low Risk,10000.0
POL046383,C3,0.0,0.01,Low Risk,11000.0
POL024312,C5,5.8,0.01,Low Risk,11000.0
POL030285,C5,5.8,0.0,Low Risk,10000.0
POL026272,C13,0.0,0.0,Low Risk,10000.0
POL003675,C5,5.8,0.0,Low Risk,10000.0
POL029429,C2,0.0,0.0,Low Risk,10000.0
POL052799,C8,0.0,0.0,Low Risk,10000.0
POL053883,C5,5.8,0.18,High Risk,28000.0
POL042500,C13,0.0,0.0,Low Risk,10000.0
POL000841,C10,0.0,0.0,Low Risk,10000.0
POL022725,C5,5.8,0.01,Low Risk,11000.0
POL001153,C9,0.0,0.0,Low Risk,10000.0
POL019557,C2,0.0,0.05,Low Risk,15000.0
POL052117,C6,0.1,0.0,Low Risk,10000.0
POL047793,C5,5.8,0.591056229697954,High Risk,69105.6229697954
POL033511,C1,12.5,0.02,Low Risk,12000.0
POL034923,C12,0.0,0.0,Low Risk,10000.0
POL006648,C8,0.0,0.13,Moderate,23000.0
POL055293,C13,0.0,0.0,Low Risk,10000.0
POL047285,C8,0.0,0.0,Low Risk,10000.0
POL053338,C8,0.0,0.0,Low Risk,10000.0
POL033986,C10,0.0,0.0,Low Risk,10000.0
POL044899,C2,0.0,0.0,Low Risk,10000.0
POL021989,C8,0.0,0.11,Moderate,21000.0
POL018910,C2,0.0,0.05,Low Risk,15000.0
POL058197,C19,0.2,0.01,Low Risk,11000.0
POL013571,C13,0.0,0.01,Low Risk,11000.0
POL013339,C7,0.0,0.07,Moderate,17000.0
POL030399,C22,0.9,0.7,High Risk,80000.0
POL021828,C5,5.8,0.01,Low Risk,11000.0
POL026268,C9,0.0,0.0,Low Risk,10000.0
POL027068,C7,0.0,0.0,Low Risk,10000.0
POL045536,C15,0.0,0.01,Low Risk,11000.0
POL047209,C1,12.5,0.01,Low Risk,11000.0
POL048390,C3,0.0,0.0,Low Risk,10000.0
POL034011,C7,0.0,0.01,Low Risk,11000.0
POL020766,C11,0.0,0.0,Low Risk,10000.0
POL003060,C5,5.8,0.2166819797996899,High Risk,31668.19797996899
POL057727,C8,0.0,0.0,Low Risk,10000.0
POL032819,C8,0.0,0.06,Moderate,16000.0
POL003557,C9,0.0,0.0,Low Risk,10000.0
POL026370,C3,0.0,0.01,Low Risk,11000.0
POL020506,C3,0.0,0.6071486549360511,High Risk,70714.86549360512
POL050048,C3,0.0,0.14,Moderate,24000.000000000004
POL035522,C5,5.8,0.02,Low Risk,12000.0
POL010753,C5,5.8,0.0,Low Risk,10000.0
POL005046,C3,0.0,0.11,Moderate,21000.0
POL019757,C3,0.0,0.06,Moderate,16000.0
POL054830,C2,0.0,0.03,Low Risk,13000.0
POL026423,C8,0.0,0.0,Low Risk,10000.0
POL015950,C8,0.0,0.0,Low Risk,10000.0
POL032406,C8,0.0,0.03,Low Risk,13000.0
POL018107,C2,0.0,0.0,Low Risk,10000.0
POL030030,C5,5.8,0.04,Low Risk,14000.0
POL026226,C5,5.8,0.0,Low Risk,10000.0
POL046877,C12,0.0,0.74,High Risk,84000.0
POL015348,C5,5.8,0.01,Low Risk,11000.0
POL024645,C3,0.0,0.0,Low Risk,10000.0
POL017546,C9,0.0,0.0,Low Risk,10000.0
POL040790,C8,0.0,0.02,Low Risk,12000.0
POL055350,C9,0.0,0.0,Low Risk,10000.0
POL049696,C8,0.0,0.03,Low Risk,13000.0
POL004256,C5,5.8,0.01,Low Risk,11000.0
POL031910,C3,0.0,0.08,Moderate,18000.0
POL043883,C5,5.8,0.13,Moderate,23000.0
POL022395,C1,12.5,0.02,Low Risk,12000.0
POL056267,C2,0.0,0.0896696345924979,Moderate,18966.96345924979
POL025441,C5,5.8,0.0,Low Risk,10000.0
POL012044,C5,5.8,0.0,Low Risk,10000.0
POL032433,C10,0.0,0.72,High Risk,82000.0
POL027086,C2,0.0,0.05,Low Risk,15000.0
POL033914,C4,0.0,0.0,Low Risk,10000.0
POL042126,C9,0.0,0.23,High Risk,33000.0
POL044388,C13,0.0,0.0,Low Risk,10000.0
POL044532,C7,0.0,0.02,Low Risk,12000.0
POL015860,C2,0.0,0.01,Low Risk,11000.0
POL035279,C2,0.0,0.02,Low Risk,12000.0
POL026381,C2,0.0,0.01,Low Risk,11000.0
POL003118,C9,0.0,0.01,Low Risk,11000.0
POL025799,C5,5.8,0.06,Moderate,16000.0
POL051017,C16,0.0,0.01,Low Risk,11000.0
POL013137,C14,0.0,0.0,Low Risk,10000.0
POL030590,C2,0.0,0.0,Low Risk,10000.0
POL009077,C8,0.0,0.03,Low Risk,13000.0
POL057329,C2,0.0,0.04,Low Risk,14000.0
POL034668,C10,0.0,0.0,Low Risk,10000.0
POL030786,C5,5.8,0.1,Moderate,20000.0
POL034112,C13,0.0,0.72,High Risk,82000.0
POL050125,C5,5.8,0.0,Low Risk,10000.0
POL002267,C8,0.0,0.0,Low Risk,10000.0
POL041546,C9,0.0,0.06,Moderate,16000.0
POL017916,C8,0.0,0.07,Moderate,17000.0
POL001500,C3,0.0,0.0,Low Risk,10000.0
POL022435,C14,0.0,0.01,Low Risk,11000.0
POL026205,C8,0.0,0.0,Low Risk,10000.0
POL021969,C8,0.0,0.0,Low Risk,10000.0
POL038277,C10,0.0,0.0,Low Risk,10000.0
POL044277,C14,0.0,0.09,Moderate,19000.0
POL031101,C13,0.0,0.01,Low Risk,11000.0
POL040479,C8,0.0,0.09,Moderate,19000.0
POL004430,C22,0.9,0.02,Low Risk,12000.0
POL038787,C5,5.8,0.01,Low Risk,11000.0
POL044152,C5,5.8,0.02,Low Risk,12000.0
POL012845,C3,0.0,0.01,Low Risk,11000.0
POL050933,C3,0.0,0.0776455088104497,Moderate,17764.55088104497
POL027168,C8,0.0,0.0,Low Risk,10000.0
POL032383,C9,0.0,0.03,Low Risk,13000.0
POL045760,C5,5.8,0.03,Low Risk,13000.0
POL007635,C8,0.0,0.0,Low Risk,10000.0
POL006686,C12,0.0,0.01,Low Risk,11000.0
POL010104,C10,0.0,0.0,Low Risk,10000.0
POL046508,C2,0.0,0.0,Low Risk,10000.0
POL023125,C5,5.8,0.01,Low Risk,11000.0
POL026648,C8,0.0,0.01,Low Risk,11000.0
POL044489,C9,0.0,0.01,Low Risk,11000.0
POL053098,C3,0.0,0.01,Low Risk,11000.0
POL011963,C6,0.1,0.01,Low Risk,11000.0
POL044783,C5,5.8,0.73,High Risk,83000.0
POL016411,C10,0.0,0.06,Moderate,16000.0
POL015829,C15,0.0,0.0,Low Risk,10000.0
POL052826,C10,0.0,0.0,Low Risk,10000.0
POL029293,C12,0.0,0.02,Low Risk,12000.0
POL043945,C13,0.0,0.01,Low Risk,11000.0
POL036720,C7,0.0,0.09,Moderate,19000.0
POL057571,C14,0.0,0.01,Low Risk,11000.0
POL029550,C2,0.0,0.61,High Risk,71000.0
POL006017,C7,0.0,0.01,Low Risk,11000.0
POL002883,C5,5.8,0.03,Low Risk,13000.0
POL000732,C8,0.0,0.0,Low Risk,10000.0
POL046595,C14,0.0,0.02,Low Risk,12000.0
POL035805,C7,0.0,0.01,Low Risk,11000.0
POL032211,C8,0.0,0.1,Moderate,20000.0
POL032954,C2,0.0,0.0,Low Risk,10000.0
POL020158,C8,0.0,0.01,Low Risk,11000.0
POL029852,C5,5.8,0.01,Low Risk,11000.0
POL044488,C10,0.0,0.0,Low Risk,10000.0
POL050754,C14,0.0,0.06,Moderate,16000.0
POL034972,C8,0.0,0.04,Low Risk,14000.0
POL035924,C13,0.0,0.17,High Risk,27000.0
POL057491,C7,0.0,0.02,Low Risk,12000.0
POL011731,C8,0.0,0.0,Low Risk,10000.0
POL029891,C18,0.7,0.13,Moderate,23000.0
POL040837,C5,5.8,0.03,Low Risk,13000.0
POL003307,C7,0.0,0.0,Low Risk,10000.0
POL051011,C6,0.1,0.03,Low Risk,13000.0
POL022267,C5,5.8,0.05,Low Risk,15000.0
POL008952,C8,0.0,0.0,Low Risk,10000.0
POL039913,C2,0.0,0.01,Low Risk,11000.0
POL031612,C8,0.0,0.693000483123637,High Risk,79300.04831236371
POL049055,C2,0.0,0.0,Low Risk,10000.0
POL042403,C8,0.0,0.0,Low Risk,10000.0
POL020071,C3,0.0,0.0,Low Risk,10000.0
POL027525,C7,0.0,0.0,Low Risk,10000.0
POL006989,C8,0.0,0.0,Low Risk,10000.0
POL042839,C19,0.2,0.02,Low Risk,12000.0
POL046714,C2,0.0,0.03,Low Risk,13000.0
POL030777,C7,0.0,0.01,Low Risk,11000.0
POL032270,C14,0.0,0.02,Low Risk,12000.0
POL013819,C8,0.0,0.01,Low Risk,11000.0
POL044001,C8,0.0,0.0187976980609973,Low Risk,11879.76980609973
POL013194,C13,0.0,0.08,Moderate,18000.0
POL032307,C14,0.0,0.01,Low Risk,11000.0
POL033892,C8,0.0,0.0,Low Risk,10000.0
POL015354,C8,0.0,0.02,Low Risk,12000.0
POL007816,C8,0.0,0.63,High Risk,73000.0
POL041863,C17,0.0,0.03,Low Risk,13000.0
POL049425,C2,0.0,0.0,Low Risk,10000.0
POL012782,C8,0.0,0.59,High Risk,69000.0
POL021262,C8,0.0,0.03,Low Risk,13000.0
POL017018,C9,0.0,0.1,Moderate,20000.0
POL030422,C10,0.0,0.01,Low Risk,11000.0
POL058308,C14,0.0,0.01,Low Risk,11000.0
POL019282,C8,0.0,0.0,Low Risk,10000.0
POL035251,C8,0.0,0.09,Moderate,19000.0
POL008659,C8,0.0,0.01,Low Risk,11000.0
POL032000,C8,0.0,0.01,Low Risk,11000.0
POL008252,C9,0.0,0.01,Low Risk,11000.0
POL005912,C3,0.0,0.0,Low Risk,10000.0
POL025903,C7,0.0,0.27,High Risk,37000.0
POL015613,C2,0.0,0.08,Moderate,18000.0
POL016799,C8,0.0,0.03,Low Risk,13000.0
POL044469,C2,0.0,0.0,Low Risk,10000.0
POL041140,C5,5.8,0.06,Moderate,16000.0
POL017150,C10,0.0,0.01,Low Risk,11000.0
POL002082,C8,0.0,0.03,Low Risk,13000.0
POL023043,C9,0.0,0.04,Low Risk,14000.0
POL024256,C14,0.0,0.69,High Risk,79000.0
POL045961,C3,0.0,0.04,Low Risk,14000.0
POL041379,C12,0.0,0.01,Low Risk,11000.0
POL014506,C21,0.0,0.0,Low Risk,10000.0
POL026258,C8,0.0,0.0,Low Risk,10000.0
POL042438,C8,0.0,0.76,High Risk,86000.0
POL053009,C9,0.0,0.02,Low Risk,12000.0
POL038509,C13,0.0,0.06,Moderate,16000.0
POL013063,C8,0.0,0.0,Low Risk,10000.0
POL044924,C8,0.0,0.03,Low Risk,13000.0
POL020747,C13,0.0,0.01,Low Risk,11000.0
POL050826,C8,0.0,0.01,Low Risk,11000.0
POL001901,C8,0.0,0.02,Low Risk,12000.0
POL022034,C21,0.0,0.08,Moderate,18000.0
POL006070,C2,0.0,0.0,Low Risk,10000.0
